Season,round,home,visitor,hgoal,vgoal,tothgoal,totvgoal,totagg_home,totagg_visitor
2006,GroupE,Dinamo Kiev,Steaua Bucuresti,1,4,1,4,2,5
2006,GroupF,Kobenhavn,SL Benfica,0,0,0,0,1,3
2006,GroupH,RSC Anderlecht,Lille OSC,1,1,1,1,3,3
2006,GroupE,Olympique Lyon,Real Madrid,2,0,2,0,4,2
2006,GroupH,Lille OSC,AC Milan,0,0,0,0,2,0
2006,GroupH,AEK Athens,RSC Anderlecht,1,1,1,1,3,3
2006,GroupG,Arsenal,FC Porto,2,0,2,0,2,0
2006,GroupF,Celtic,Kobenhavn,1,0,1,0,2,3
2006,GroupG,CSKA Moskva,Hamburger SV,1,0,1,0,3,3
2006,GroupE,Real Madrid,Dinamo Kiev,5,1,5,1,7,3
2006,GroupF,SL Benfica,Manchester United,0,1,0,1,1,4
2006,GroupE,Steaua Bucuresti,Olympique Lyon,0,3,0,3,1,4
2006,GroupD,Valencia CF,AS Roma,2,1,2,1,2,2
2006,GroupA,Werder Bremen,Barcelona,1,1,1,1,1,3
2006,GroupB,Internazionale,Bayern Munich,0,2,0,2,1,3
2006,GroupA,Levski Sofia,Chelsea,1,3,1,3,1,5
2006,GroupC,Liverpool,Galatasaray,3,2,3,2,5,5
2006,GroupC,Girondins Bordeaux,PSV Eindhoven,0,1,0,1,3,2
2006,GroupD,Shakhtar Donetsk,Olympiacos,2,2,2,2,3,3
2006,GroupB,Spartak Moskva,Sporting CP,1,1,1,1,4,2
2006,GroupH,RSC Anderlecht,AC Milan,0,1,0,1,1,5
2006,GroupH,Lille OSC,AEK Athens,3,1,3,1,3,2
2006,GroupG,CSKA Moskva,Arsenal,1,0,1,0,1,0
2006,GroupF,Celtic,SL Benfica,3,0,3,0,3,3
2006,GroupE,Dinamo Kiev,Olympique Lyon,0,3,0,3,0,4
2006,GroupG,FC Porto,Hamburger SV,4,1,4,1,7,2
2006,GroupF,Manchester United,Kobenhavn,3,0,3,0,3,1
2006,GroupE,Steaua Bucuresti,Real Madrid,1,4,1,4,1,5
2006,GroupD,Olympiacos,AS Roma,0,1,0,1,1,2
2006,GroupA,Chelsea,Barcelona,1,0,1,0,3,2
2006,GroupB,Sporting CP,Bayern Munich,0,1,0,1,0,1
2006,GroupC,Galatasaray,PSV Eindhoven,1,2,1,2,1,4
2006,GroupC,Girondins Bordeaux,Liverpool,0,1,0,1,0,4
2006,GroupB,Internazionale,Spartak Moskva,2,1,2,1,3,1
2006,GroupA,Werder Bremen,Levski Sofia,2,0,2,0,5,0
2006,GroupD,Valencia CF,Shakhtar Donetsk,2,0,2,0,4,2
2006,GroupD,AS Roma,Olympiacos,1,1,1,1,2,1
2006,GroupA,Barcelona,Chelsea,2,2,2,2,2,3
2006,GroupB,Bayern Munich,Sporting CP,0,0,0,0,1,0
2006,GroupC,PSV Eindhoven,Galatasaray,2,0,2,0,4,1
2006,GroupC,Liverpool,Girondins Bordeaux,3,0,3,0,4,0
2006,GroupB,Spartak Moskva,Internazionale,0,1,0,1,1,3
2006,GroupA,Levski Sofia,Werder Bremen,0,3,0,3,0,5
2006,GroupD,Shakhtar Donetsk,Valencia CF,2,2,2,2,2,4
2006,GroupH,AC Milan,RSC Anderlecht,4,1,4,1,5,1
2006,GroupH,AEK Athens,Lille OSC,1,0,1,0,2,3
2006,GroupG,Arsenal,CSKA Moskva,0,0,0,0,0,1
2006,GroupF,SL Benfica,Celtic,3,0,3,0,3,3
2006,GroupE,Olympique Lyon,Dinamo Kiev,1,0,1,0,4,0
2006,GroupG,Hamburger SV,FC Porto,1,3,1,3,2,7
2006,GroupF,Kobenhavn,Manchester United,1,0,1,0,1,3
2006,GroupE,Real Madrid,Steaua Bucuresti,1,0,1,0,5,1
2006,GroupH,AEK Athens,AC Milan,1,0,1,0,1,3
2006,GroupG,Arsenal,Hamburger SV,3,1,3,1,5,2
2006,GroupF,Celtic,Manchester United,1,0,1,0,3,3
2006,GroupG,CSKA Moskva,FC Porto,0,2,0,2,0,2
2006,GroupE,Steaua Bucuresti,Dinamo Kiev,1,1,1,1,5,2
2006,GroupF,SL Benfica,Kobenhavn,3,1,3,1,3,1
2006,GroupH,Lille OSC,RSC Anderlecht,2,2,2,2,3,3
2006,GroupE,Real Madrid,Olympique Lyon,2,2,2,2,2,4
2006,GroupC,Liverpool,PSV Eindhoven,2,0,2,0,2,0
2006,GroupD,Shakhtar Donetsk,AS Roma,1,0,1,0,1,4
2006,GroupA,Levski Sofia,Barcelona,0,2,0,2,0,7
2006,GroupB,Spartak Moskva,Bayern Munich,2,2,2,2,2,6
2006,GroupA,Werder Bremen,Chelsea,1,0,1,0,1,2
2006,GroupC,Girondins Bordeaux,Galatasaray,3,1,3,1,3,1
2006,GroupB,Internazionale,Sporting CP,1,0,1,0,1,1
2006,GroupD,Valencia CF,Olympiacos,2,0,2,0,6,2
2006,GroupD,AS Roma,Valencia CF,1,0,1,0,2,2
2006,GroupA,Barcelona,Werder Bremen,2,0,2,0,3,1
2006,GroupB,Bayern Munich,Internazionale,1,1,1,1,3,1
2006,GroupA,Chelsea,Levski Sofia,2,0,2,0,5,1
2006,GroupC,Galatasaray,Liverpool,3,2,3,2,5,5
2006,GroupC,PSV Eindhoven,Girondins Bordeaux,1,3,1,3,2,3
2006,GroupD,Olympiacos,Shakhtar Donetsk,1,1,1,1,3,3
2006,GroupB,Sporting CP,Spartak Moskva,1,3,1,3,2,4
2006,GroupH,AC Milan,Lille OSC,0,2,0,2,0,2
2006,GroupH,RSC Anderlecht,AEK Athens,2,2,2,2,3,3
2006,GroupG,FC Porto,Arsenal,0,0,0,0,0,2
2006,GroupF,Kobenhavn,Celtic,3,1,3,1,3,2
2006,GroupG,Hamburger SV,CSKA Moskva,3,2,3,2,3,3
2006,GroupE,Dinamo Kiev,Real Madrid,2,2,2,2,3,7
2006,GroupF,Manchester United,SL Benfica,3,1,3,1,4,1
2006,GroupE,Olympique Lyon,Steaua Bucuresti,1,1,1,1,4,1
2007,GroupD,AC Milan,SL Benfica,2,1,2,1,3,2
2007,GroupA,Olympique Marseille,Besiktas,2,0,2,0,3,2
2007,GroupD,Shakhtar Donetsk,Celtic,2,0,2,0,3,2
2007,GroupB,Chelsea,Rosenborg BK,1,1,1,1,5,1
2007,GroupA,FC Porto,Liverpool,1,1,1,1,2,5
2007,GroupC,Olympiacos,Lazio,1,1,1,1,3,2
2007,GroupC,Real Madrid,Werder Bremen,2,1,2,1,4,4
2007,GroupB,Schalke 04,Valencia CF,0,1,0,1,0,1
2007,GroupH,Arsenal,Sevilla,3,0,3,0,4,3
2007,GroupF,AS Roma,Dinamo Kiev,2,0,2,0,6,1
2007,GroupE,Barcelona,Olympique Lyon,3,0,3,0,5,2
2007,GroupG,PSV Eindhoven,CSKA Moskva,2,1,2,1,3,1
2007,GroupG,Fenerbahce,Internazionale,1,0,1,0,1,3
2007,GroupF,Sporting CP,Manchester United,0,1,0,1,1,3
2007,GroupE,Rangers,VfB Stuttgart,2,1,2,1,4,4
2007,GroupH,Slavia Praha,Steaua Bucuresti,2,1,2,1,3,2
2007,GroupF,Manchester United,AS Roma,1,0,1,0,2,1
2007,GroupH,Steaua Bucuresti,Arsenal,0,1,0,1,1,3
2007,GroupE,VfB Stuttgart,Barcelona,0,2,0,2,1,5
2007,GroupG,CSKA Moskva,Fenerbahce,2,2,2,2,3,5
2007,GroupF,Dinamo Kiev,Sporting CP,1,2,1,2,1,5
2007,GroupG,Internazionale,PSV Eindhoven,2,0,2,0,3,0
2007,GroupE,Olympique Lyon,Rangers,0,3,0,3,3,3
2007,GroupH,Sevilla,Slavia Praha,4,2,4,2,7,2
2007,GroupD,Celtic,AC Milan,2,1,2,1,2,2
2007,GroupA,Besiktas,FC Porto,0,1,0,1,0,3
2007,GroupB,Valencia CF,Chelsea,1,2,1,2,1,2
2007,GroupC,Lazio,Real Madrid,2,2,2,2,3,5
2007,GroupA,Liverpool,Olympique Marseille,0,1,0,1,4,1
2007,GroupC,Werder Bremen,Olympiacos,1,3,1,3,1,6
2007,GroupB,Rosenborg BK,Schalke 04,0,2,0,2,1,5
2007,GroupD,SL Benfica,Shakhtar Donetsk,0,1,0,1,2,2
2007,GroupH,Arsenal,Slavia Praha,7,0,7,0,7,0
2007,GroupF,AS Roma,Sporting CP,2,1,2,1,4,3
2007,GroupE,Rangers,Barcelona,0,0,0,0,0,2
2007,GroupG,CSKA Moskva,Internazionale,1,2,1,2,3,6
2007,GroupF,Dinamo Kiev,Manchester United,2,4,2,4,2,8
2007,GroupG,PSV Eindhoven,Fenerbahce,0,0,0,0,0,2
2007,GroupE,VfB Stuttgart,Olympique Lyon,0,2,0,2,2,6
2007,GroupH,Sevilla,Steaua Bucuresti,2,1,2,1,4,1
2007,GroupD,AC Milan,Shakhtar Donetsk,4,1,4,1,7,1
2007,GroupA,Besiktas,Liverpool,2,1,2,1,2,9
2007,GroupD,SL Benfica,Celtic,1,0,1,0,1,1
2007,GroupB,Chelsea,Schalke 04,2,0,2,0,2,0
2007,GroupA,Olympique Marseille,FC Porto,1,1,1,1,2,3
2007,GroupC,Werder Bremen,Lazio,2,1,2,1,3,3
2007,GroupC,Real Madrid,Olympiacos,4,2,4,2,4,2
2007,GroupB,Rosenborg BK,Valencia CF,2,0,2,0,4,0
2007,GroupD,Shakhtar Donetsk,AC Milan,0,3,0,3,1,7
2007,GroupA,Liverpool,Besiktas,8,0,8,0,9,2
2007,GroupD,Celtic,SL Benfica,1,0,1,0,1,1
2007,GroupB,Schalke 04,Chelsea,0,0,0,0,0,2
2007,GroupA,FC Porto,Olympique Marseille,2,1,2,1,3,2
2007,GroupC,Lazio,Werder Bremen,2,1,2,1,3,3
2007,GroupC,Olympiacos,Real Madrid,0,0,0,0,2,4
2007,GroupB,Valencia CF,Rosenborg BK,0,2,0,2,0,4
2007,GroupH,Slavia Praha,Arsenal,0,0,0,0,0,7
2007,GroupF,Sporting CP,AS Roma,2,2,2,2,3,4
2007,GroupE,Barcelona,Rangers,2,0,2,0,2,0
2007,GroupG,Internazionale,CSKA Moskva,4,2,4,2,6,3
2007,GroupF,Manchester United,Dinamo Kiev,4,0,4,0,8,2
2007,GroupG,Fenerbahce,PSV Eindhoven,2,0,2,0,2,0
2007,GroupE,Olympique Lyon,VfB Stuttgart,4,2,4,2,6,2
2007,GroupH,Steaua Bucuresti,Sevilla,0,2,0,2,1,4
2007,GroupH,Sevilla,Arsenal,3,1,3,1,3,4
2007,GroupF,Dinamo Kiev,AS Roma,1,4,1,4,1,6
2007,GroupE,Olympique Lyon,Barcelona,2,2,2,2,2,5
2007,GroupG,CSKA Moskva,PSV Eindhoven,0,1,0,1,1,3
2007,GroupG,Internazionale,Fenerbahce,3,0,3,0,3,1
2007,GroupF,Manchester United,Sporting CP,2,1,2,1,3,1
2007,GroupE,VfB Stuttgart,Rangers,3,2,3,2,4,4
2007,GroupH,Steaua Bucuresti,Slavia Praha,1,1,1,1,2,3
2007,GroupD,SL Benfica,AC Milan,1,1,1,1,2,3
2007,GroupA,Besiktas,Olympique Marseille,2,1,2,1,2,3
2007,GroupD,Celtic,Shakhtar Donetsk,2,1,2,1,2,3
2007,GroupB,Rosenborg BK,Chelsea,0,4,0,4,1,5
2007,GroupA,Liverpool,FC Porto,4,1,4,1,5,2
2007,GroupC,Lazio,Olympiacos,1,2,1,2,2,3
2007,GroupC,Werder Bremen,Real Madrid,3,2,3,2,4,4
2007,GroupB,Valencia CF,Schalke 04,0,0,0,0,1,0
2007,GroupD,AC Milan,Celtic,1,0,1,0,2,2
2007,GroupD,Shakhtar Donetsk,SL Benfica,1,2,1,2,2,2
2007,GroupA,FC Porto,Besiktas,2,0,2,0,3,0
2007,GroupB,Chelsea,Valencia CF,0,0,0,0,2,1
2007,GroupC,Real Madrid,Lazio,3,1,3,1,5,3
2007,GroupA,Olympique Marseille,Liverpool,0,4,0,4,1,4
2007,GroupC,Olympiacos,Werder Bremen,3,0,3,0,6,1
2007,GroupB,Schalke 04,Rosenborg BK,3,1,3,1,5,1
2007,GroupF,AS Roma,Manchester United,1,1,1,1,1,2
2007,GroupH,Arsenal,Steaua Bucuresti,2,1,2,1,3,1
2007,GroupE,Barcelona,VfB Stuttgart,3,1,3,1,5,1
2007,GroupG,Fenerbahce,CSKA Moskva,3,1,3,1,5,3
2007,GroupF,Sporting CP,Dinamo Kiev,3,0,3,0,5,1
2007,GroupG,PSV Eindhoven,Internazionale,0,1,0,1,0,3
2007,GroupE,Rangers,Olympique Lyon,0,3,0,3,3,3
2007,GroupH,Slavia Praha,Sevilla,0,3,0,3,2,7
2008,GroupB,Werder Bremen,Anorthosis Famagusta,0,0,0,0,2,2
2008,GroupA,AS Roma,CFR Cluj,1,2,1,2,4,3
2008,GroupD,PSV Eindhoven,Atletico Madrid,0,3,0,3,1,5
2008,GroupC,Barcelona,Sporting CP,3,1,3,1,8,3
2008,GroupC,Basel,Shakhtar Donetsk,1,2,1,2,1,7
2008,GroupA,Chelsea,Girondins Bordeaux,4,0,4,0,5,1
2008,GroupB,Panathinaikos,Internazionale,0,2,0,2,1,2
2008,GroupD,Olympique Marseille,Liverpool,1,2,1,2,1,3
2008,GroupE,Celtic,Aalborg BK,0,0,0,0,1,2
2008,GroupF,Olympique Lyon,ACF Fiorentina,2,2,2,2,4,3
2008,GroupG,Dinamo Kiev,Arsenal,1,1,1,1,1,2
2008,GroupH,Real Madrid,BATE Borisov,2,0,2,0,3,0
2008,GroupF,Steaua Bucuresti,Bayern Munich,0,1,0,1,0,4
2008,GroupG,FC Porto,Fenerbahce,3,1,3,1,5,2
2008,GroupH,Juventus,Zenit St. Petersburg,1,0,1,0,1,0
2008,GroupE,Manchester United,Villarreal,0,0,0,0,0,0
2008,GroupE,Aalborg BK,Manchester United,0,3,0,3,2,5
2008,GroupF,ACF Fiorentina,Steaua Bucuresti,0,0,0,0,1,0
2008,GroupG,Arsenal,FC Porto,4,0,4,0,4,2
2008,GroupH,BATE Borisov,Juventus,2,2,2,2,2,2
2008,GroupF,Bayern Munich,Olympique Lyon,1,1,1,1,4,3
2008,GroupE,Villarreal,Celtic,1,0,1,0,1,2
2008,GroupG,Fenerbahce,Dinamo Kiev,0,0,0,0,0,1
2008,GroupH,Zenit St. Petersburg,Real Madrid,1,2,1,2,1,5
2008,GroupB,Anorthosis Famagusta,Panathinaikos,3,1,3,1,3,2
2008,GroupA,Girondins Bordeaux,AS Roma,1,3,1,3,1,5
2008,GroupD,Atletico Madrid,Olympique Marseille,2,1,2,1,2,1
2008,GroupC,Shakhtar Donetsk,Barcelona,1,2,1,2,4,4
2008,GroupC,Sporting CP,Basel,2,0,2,0,3,0
2008,GroupA,CFR Cluj,Chelsea,0,0,0,0,1,2
2008,GroupB,Internazionale,Werder Bremen,1,1,1,1,2,3
2008,GroupD,Liverpool,PSV Eindhoven,3,1,3,1,6,2
2008,GroupE,Villarreal,Aalborg BK,6,3,6,3,8,5
2008,GroupF,Bayern Munich,ACF Fiorentina,3,0,3,0,4,1
2008,GroupG,Fenerbahce,Arsenal,2,5,2,5,2,5
2008,GroupH,Zenit St. Petersburg,BATE Borisov,1,1,1,1,3,1
2008,GroupE,Manchester United,Celtic,3,0,3,0,4,1
2008,GroupG,FC Porto,Dinamo Kiev,0,1,0,1,2,2
2008,GroupH,Juventus,Real Madrid,2,1,2,1,4,1
2008,GroupF,Steaua Bucuresti,Olympique Lyon,3,5,3,5,3,7
2008,GroupB,Internazionale,Anorthosis Famagusta,1,0,1,0,4,3
2008,GroupA,Chelsea,AS Roma,1,0,1,0,2,3
2008,GroupD,Atletico Madrid,Liverpool,1,1,1,1,2,2
2008,GroupC,Basel,Barcelona,0,5,0,5,1,6
2008,GroupA,Girondins Bordeaux,CFR Cluj,1,0,1,0,3,1
2008,GroupD,PSV Eindhoven,Olympique Marseille,2,0,2,0,2,3
2008,GroupB,Panathinaikos,Werder Bremen,2,2,2,2,5,2
2008,GroupC,Shakhtar Donetsk,Sporting CP,0,1,0,1,0,2
2008,GroupB,Anorthosis Famagusta,Internazionale,3,3,3,3,3,4
2008,GroupA,AS Roma,Chelsea,3,1,3,1,3,2
2008,GroupD,Liverpool,Atletico Madrid,1,1,1,1,2,2
2008,GroupC,Barcelona,Basel,1,1,1,1,6,1
2008,GroupA,CFR Cluj,Girondins Bordeaux,1,2,1,2,1,3
2008,GroupD,Olympique Marseille,PSV Eindhoven,3,0,3,0,3,2
2008,GroupB,Werder Bremen,Panathinaikos,0,3,0,3,2,5
2008,GroupC,Sporting CP,Shakhtar Donetsk,1,0,1,0,2,0
2008,GroupE,Aalborg BK,Villarreal,2,2,2,2,5,8
2008,GroupF,ACF Fiorentina,Bayern Munich,1,1,1,1,1,4
2008,GroupG,Arsenal,Fenerbahce,0,0,0,0,5,2
2008,GroupH,BATE Borisov,Zenit St. Petersburg,0,2,0,2,1,3
2008,GroupE,Celtic,Manchester United,1,1,1,1,1,4
2008,GroupG,Dinamo Kiev,FC Porto,1,2,1,2,2,2
2008,GroupH,Real Madrid,Juventus,0,2,0,2,1,4
2008,GroupF,Olympique Lyon,Steaua Bucuresti,2,0,2,0,7,3
2008,GroupE,Aalborg BK,Celtic,2,1,2,1,2,1
2008,GroupF,ACF Fiorentina,Olympique Lyon,1,2,1,2,3,4
2008,GroupG,Arsenal,Dinamo Kiev,1,0,1,0,2,1
2008,GroupH,BATE Borisov,Real Madrid,0,1,0,1,0,3
2008,GroupF,Bayern Munich,Steaua Bucuresti,3,0,3,0,4,0
2008,GroupG,Fenerbahce,FC Porto,1,2,1,2,2,5
2008,GroupH,Zenit St. Petersburg,Juventus,0,0,0,0,0,1
2008,GroupE,Villarreal,Manchester United,0,0,0,0,0,0
2008,GroupB,Anorthosis Famagusta,Werder Bremen,2,2,2,2,2,2
2008,GroupA,CFR Cluj,AS Roma,1,3,1,3,3,4
2008,GroupD,Atletico Madrid,PSV Eindhoven,2,1,2,1,5,1
2008,GroupC,Sporting CP,Barcelona,2,5,2,5,3,8
2008,GroupC,Shakhtar Donetsk,Basel,5,0,5,0,7,1
2008,GroupA,Girondins Bordeaux,Chelsea,1,1,1,1,1,5
2008,GroupB,Internazionale,Panathinaikos,0,1,0,1,2,1
2008,GroupD,Liverpool,Olympique Marseille,1,0,1,0,3,1
2008,GroupB,Panathinaikos,Anorthosis Famagusta,1,0,1,0,2,3
2008,GroupA,AS Roma,Girondins Bordeaux,2,0,2,0,5,1
2008,GroupD,Olympique Marseille,Atletico Madrid,0,0,0,0,1,2
2008,GroupC,Barcelona,Shakhtar Donetsk,2,3,2,3,4,4
2008,GroupC,Basel,Sporting CP,0,1,0,1,0,3
2008,GroupA,Chelsea,CFR Cluj,2,1,2,1,2,1
2008,GroupB,Werder Bremen,Internazionale,2,1,2,1,3,2
2008,GroupD,PSV Eindhoven,Liverpool,1,3,1,3,2,6
2008,GroupE,Manchester United,Aalborg BK,2,2,2,2,5,2
2008,GroupF,Steaua Bucuresti,ACF Fiorentina,0,1,0,1,0,1
2008,GroupG,FC Porto,Arsenal,2,0,2,0,2,4
2008,GroupH,Juventus,BATE Borisov,0,0,0,0,2,2
2008,GroupF,Olympique Lyon,Bayern Munich,2,3,2,3,3,4
2008,GroupE,Celtic,Villarreal,2,0,2,0,2,1
2008,GroupG,Dinamo Kiev,Fenerbahce,1,0,1,0,1,0
2008,GroupH,Real Madrid,Zenit St. Petersburg,3,0,3,0,5,1
2009,GroupC,Olympique Marseille,AC Milan,1,2,1,2,2,3
2009,GroupD,Atletico Madrid,APOEL Nikosia,0,0,0,0,1,1
2009,GroupA,Maccabi Haifa,Bayern Munich,0,3,0,3,0,4
2009,GroupB,Besiktas,Manchester United,0,1,0,1,1,1
2009,GroupD,Chelsea,FC Porto,1,0,1,0,2,0
2009,GroupB,VfL Wolfsburg,CSKA Moskva,3,1,3,1,4,3
2009,GroupC,FC Zurich,Real Madrid,2,5,2,5,2,6
2009,GroupA,Juventus,Girondins Bordeaux,1,1,1,1,1,3
2009,GroupF,Internazionale,Barcelona,0,0,0,0,0,2
2009,GroupE,Olympique Lyon,ACF Fiorentina,1,0,1,0,1,1
2009,GroupH,Standard Liege,Arsenal,2,3,2,3,2,5
2009,GroupH,Olympiacos,AZ Alkmaar,1,0,1,0,1,0
2009,GroupE,Liverpool,Debreceni VSC,1,0,1,0,2,0
2009,GroupF,Dinamo Kiev,Rubin Kazan,3,1,3,1,3,1
2009,GroupG,VfB Stuttgart,Rangers,1,1,1,1,3,1
2009,GroupG,Sevilla,Unirea Urziceni,2,0,2,0,2,1
2009,GroupE,ACF Fiorentina,Liverpool,2,0,2,0,4,1
2009,GroupH,Arsenal,Olympiacos,2,0,2,0,2,1
2009,GroupH,AZ Alkmaar,Standard Liege,1,1,1,1,2,2
2009,GroupF,Barcelona,Dinamo Kiev,2,0,2,0,4,1
2009,GroupE,Debreceni VSC,Olympique Lyon,0,4,0,4,0,8
2009,GroupF,Rubin Kazan,Internazionale,1,1,1,1,1,3
2009,GroupG,Rangers,Sevilla,1,4,1,4,1,5
2009,GroupG,Unirea Urziceni,VfB Stuttgart,1,1,1,1,2,4
2009,GroupC,AC Milan,FC Zurich,0,1,0,1,1,2
2009,GroupD,APOEL Nikosia,Chelsea,0,1,0,1,2,3
2009,GroupD,FC Porto,Atletico Madrid,2,0,2,0,5,0
2009,GroupA,Bayern Munich,Juventus,0,0,0,0,4,1
2009,GroupB,CSKA Moskva,Besiktas,2,1,2,1,4,2
2009,GroupA,Girondins Bordeaux,Maccabi Haifa,1,0,1,0,2,0
2009,GroupB,Manchester United,VfL Wolfsburg,2,1,2,1,5,2
2009,GroupC,Real Madrid,Olympique Marseille,3,0,3,0,6,1
2009,GroupE,Debreceni VSC,ACF Fiorentina,3,4,3,4,5,9
2009,GroupH,AZ Alkmaar,Arsenal,1,1,1,1,2,5
2009,GroupF,Barcelona,Rubin Kazan,1,2,1,2,1,2
2009,GroupF,Internazionale,Dinamo Kiev,2,2,2,2,4,3
2009,GroupE,Liverpool,Olympique Lyon,1,2,1,2,2,3
2009,GroupH,Olympiacos,Standard Liege,2,1,2,1,2,3
2009,GroupG,Rangers,Unirea Urziceni,1,4,1,4,2,5
2009,GroupG,VfB Stuttgart,Sevilla,1,3,1,3,2,4
2009,GroupC,Real Madrid,AC Milan,2,3,2,3,3,4
2009,GroupD,FC Porto,APOEL Nikosia,2,1,2,1,3,1
2009,GroupD,Chelsea,Atletico Madrid,4,0,4,0,6,2
