Season,round,home,visitor,hgoal,vgoal,tothgoal,totvgoal,totagg_home,totagg_visitor
2009,GroupA,Girondins Bordeaux,Bayern Munich,2,1,2,1,4,1
2009,GroupB,VfL Wolfsburg,Besiktas,0,0,0,0,3,0
2009,GroupB,CSKA Moskva,Manchester United,0,1,0,1,3,4
2009,GroupC,FC Zurich,Olympique Marseille,0,1,0,1,1,7
2009,GroupA,Juventus,Maccabi Haifa,1,0,1,0,2,0
2009,GroupC,AC Milan,Real Madrid,1,1,1,1,4,3
2009,GroupD,APOEL Nikosia,FC Porto,0,1,0,1,1,3
2009,GroupD,Atletico Madrid,Chelsea,2,2,2,2,2,6
2009,GroupA,Bayern Munich,Girondins Bordeaux,0,2,0,2,1,4
2009,GroupB,Besiktas,VfL Wolfsburg,0,3,0,3,0,3
2009,GroupB,Manchester United,CSKA Moskva,3,3,3,3,4,3
2009,GroupC,Olympique Marseille,FC Zurich,6,1,6,1,7,1
2009,GroupA,Maccabi Haifa,Juventus,0,1,0,1,0,2
2009,GroupE,ACF Fiorentina,Debreceni VSC,5,2,5,2,9,5
2009,GroupH,Arsenal,AZ Alkmaar,4,1,4,1,5,2
2009,GroupF,Rubin Kazan,Barcelona,0,0,0,0,2,1
2009,GroupF,Dinamo Kiev,Internazionale,1,2,1,2,3,4
2009,GroupE,Olympique Lyon,Liverpool,1,1,1,1,3,2
2009,GroupH,Standard Liege,Olympiacos,2,0,2,0,3,2
2009,GroupG,Unirea Urziceni,Rangers,1,1,1,1,5,2
2009,GroupG,Sevilla,VfB Stuttgart,1,1,1,1,4,2
2009,GroupF,Barcelona,Internazionale,2,0,2,0,2,0
2009,GroupE,ACF Fiorentina,Olympique Lyon,1,0,1,0,1,1
2009,GroupH,Arsenal,Standard Liege,2,0,2,0,5,2
2009,GroupH,AZ Alkmaar,Olympiacos,0,0,0,0,0,1
2009,GroupE,Debreceni VSC,Liverpool,0,1,0,1,0,2
2009,GroupF,Rubin Kazan,Dinamo Kiev,0,0,0,0,1,3
2009,GroupG,Rangers,VfB Stuttgart,0,2,0,2,1,3
2009,GroupG,Unirea Urziceni,Sevilla,1,0,1,0,1,2
2009,GroupC,AC Milan,Olympique Marseille,1,1,1,1,3,2
2009,GroupD,APOEL Nikosia,Atletico Madrid,1,1,1,1,1,1
2009,GroupA,Bayern Munich,Maccabi Haifa,1,0,1,0,4,0
2009,GroupB,Manchester United,Besiktas,0,1,0,1,1,1
2009,GroupD,FC Porto,Chelsea,0,1,0,1,0,2
2009,GroupB,CSKA Moskva,VfL Wolfsburg,2,1,2,1,3,4
2009,GroupC,Real Madrid,FC Zurich,1,0,1,0,6,2
2009,GroupA,Girondins Bordeaux,Juventus,2,0,2,0,3,1
2009,GroupC,FC Zurich,AC Milan,1,1,1,1,2,1
2009,GroupD,Chelsea,APOEL Nikosia,2,2,2,2,3,2
2009,GroupD,Atletico Madrid,FC Porto,0,3,0,3,0,5
2009,GroupA,Juventus,Bayern Munich,1,4,1,4,1,4
2009,GroupB,Besiktas,CSKA Moskva,1,2,1,2,2,4
2009,GroupA,Maccabi Haifa,Girondins Bordeaux,0,1,0,1,0,2
2009,GroupB,VfL Wolfsburg,Manchester United,1,3,1,3,2,5
2009,GroupC,Olympique Marseille,Real Madrid,1,3,1,3,1,6
2009,GroupE,Liverpool,ACF Fiorentina,1,2,1,2,1,4
2009,GroupH,Olympiacos,Arsenal,1,0,1,0,1,2
2009,GroupH,Standard Liege,AZ Alkmaar,1,1,1,1,2,2
2009,GroupF,Dinamo Kiev,Barcelona,1,2,1,2,1,4
2009,GroupE,Olympique Lyon,Debreceni VSC,4,0,4,0,8,0
2009,GroupF,Internazionale,Rubin Kazan,2,0,2,0,3,1
2009,GroupG,Sevilla,Rangers,1,0,1,0,5,1
2009,GroupG,VfB Stuttgart,Unirea Urziceni,3,1,3,1,4,2
2010,GroupD,Barcelona,Panathinaikos,5,1,5,1,8,1
2010,GroupC,Bursaspor,Valencia CF,0,4,0,4,1,10
2010,GroupB,SL Benfica,Hapoel Tel Aviv,2,0,2,0,2,3
2010,GroupA,Twente,Internazionale,2,2,2,2,2,3
2010,GroupD,Kobenhavn,Rubin Kazan,1,0,1,0,1,1
2010,GroupC,Manchester United,Rangers,0,0,0,0,1,0
2010,GroupB,Olympique Lyon,Schalke 04,1,0,1,0,1,3
2010,GroupA,Werder Bremen,Tottenham Hotspur,2,2,2,2,2,5
2010,GroupG,AC Milan,AJ Auxerre,2,0,2,0,4,0
2010,GroupG,Real Madrid,AFC Ajax,2,0,2,0,6,0
2010,GroupH,Arsenal,Sporting Braga,6,0,6,0,6,2
2010,GroupE,Bayern Munich,AS Roma,2,0,2,0,4,3
2010,GroupE,CFR Cluj,Basel,2,1,2,1,2,2
2010,GroupF,MSK Zilina,Chelsea,1,4,1,4,2,6
2010,GroupF,Olympique Marseille,Spartak Moskva,0,1,0,1,3,1
2010,GroupH,Shakhtar Donetsk,Partizan Belgrade,1,0,1,0,4,0
2010,GroupG,AFC Ajax,AC Milan,1,1,1,1,3,1
2010,GroupG,AJ Auxerre,Real Madrid,0,1,0,1,0,5
2010,GroupE,AS Roma,CFR Cluj,2,1,2,1,3,2
2010,GroupE,Basel,Bayern Munich,1,2,1,2,1,5
2010,GroupF,Chelsea,Olympique Marseille,2,0,2,0,2,1
2010,GroupF,Spartak Moskva,MSK Zilina,3,0,3,0,5,1
2010,GroupH,Sporting Braga,Shakhtar Donetsk,0,3,0,3,0,5
2010,GroupH,Partizan Belgrade,Arsenal,1,3,1,3,2,6
2010,GroupD,Rubin Kazan,Barcelona,1,1,1,1,1,3
2010,GroupC,Rangers,Bursaspor,1,0,1,0,2,1
2010,GroupB,Hapoel Tel Aviv,Olympique Lyon,1,3,1,3,3,5
2010,GroupA,Internazionale,Werder Bremen,4,0,4,0,4,3
2010,GroupD,Panathinaikos,Kobenhavn,0,2,0,2,1,5
2010,GroupC,Valencia CF,Manchester United,0,1,0,1,1,2
2010,GroupB,Schalke 04,SL Benfica,2,0,2,0,4,1
2010,GroupA,Tottenham Hotspur,Twente,4,1,4,1,7,4
2010,GroupG,Real Madrid,AC Milan,2,0,2,0,4,2
2010,GroupG,AFC Ajax,AJ Auxerre,2,1,2,1,3,3
2010,GroupH,Arsenal,Shakhtar Donetsk,5,1,5,1,6,3
2010,GroupE,AS Roma,Basel,1,3,1,3,4,5
2010,GroupE,Bayern Munich,CFR Cluj,3,2,3,2,7,2
2010,GroupF,Spartak Moskva,Chelsea,0,2,0,2,1,6
2010,GroupF,Olympique Marseille,MSK Zilina,1,0,1,0,8,0
2010,GroupH,Sporting Braga,Partizan Belgrade,2,0,2,0,3,0
2010,GroupD,Barcelona,Kobenhavn,2,0,2,0,3,1
2010,GroupC,Manchester United,Bursaspor,1,0,1,0,4,0
2010,GroupB,Schalke 04,Hapoel Tel Aviv,3,1,3,1,3,1
2010,GroupA,Internazionale,Tottenham Hotspur,4,3,4,3,5,6
2010,GroupB,Olympique Lyon,SL Benfica,2,0,2,0,5,4
2010,GroupD,Panathinaikos,Rubin Kazan,0,0,0,0,0,0
2010,GroupC,Rangers,Valencia CF,1,1,1,1,1,4
2010,GroupA,Twente,Werder Bremen,1,1,1,1,3,1
2010,GroupD,Kobenhavn,Barcelona,1,1,1,1,1,3
2010,GroupC,Bursaspor,Manchester United,0,3,0,3,0,4
2010,GroupB,Hapoel Tel Aviv,Schalke 04,0,0,0,0,1,3
2010,GroupA,Tottenham Hotspur,Internazionale,3,1,3,1,6,5
2010,GroupB,SL Benfica,Olympique Lyon,4,3,4,3,4,5
2010,GroupD,Rubin Kazan,Panathinaikos,0,0,0,0,0,0
2010,GroupC,Valencia CF,Rangers,3,0,3,0,4,1
2010,GroupA,Werder Bremen,Twente,0,2,0,2,1,3
2010,GroupG,AC Milan,Real Madrid,2,2,2,2,2,4
2010,GroupG,AJ Auxerre,AFC Ajax,2,1,2,1,3,3
2010,GroupH,Shakhtar Donetsk,Arsenal,2,1,2,1,3,6
2010,GroupE,Basel,AS Roma,2,3,2,3,5,4
2010,GroupE,CFR Cluj,Bayern Munich,0,4,0,4,2,7
2010,GroupF,Chelsea,Spartak Moskva,4,1,4,1,6,1
2010,GroupF,MSK Zilina,Olympique Marseille,0,7,0,7,0,8
2010,GroupH,Partizan Belgrade,Sporting Braga,0,1,0,1,0,3
2010,GroupG,AJ Auxerre,AC Milan,0,2,0,2,0,4
2010,GroupG,AFC Ajax,Real Madrid,0,4,0,4,0,6
2010,GroupH,Sporting Braga,Arsenal,2,0,2,0,2,6
2010,GroupE,AS Roma,Bayern Munich,3,2,3,2,3,4
2010,GroupE,Basel,CFR Cluj,1,0,1,0,2,2
2010,GroupF,Chelsea,MSK Zilina,2,1,2,1,6,2
2010,GroupF,Spartak Moskva,Olympique Marseille,0,3,0,3,1,3
2010,GroupH,Partizan Belgrade,Shakhtar Donetsk,0,3,0,3,0,4
2010,GroupD,Panathinaikos,Barcelona,0,3,0,3,1,8
2010,GroupC,Valencia CF,Bursaspor,6,1,6,1,10,1
2010,GroupB,Hapoel Tel Aviv,SL Benfica,3,0,3,0,3,2
2010,GroupA,Internazionale,Twente,1,0,1,0,3,2
2010,GroupD,Rubin Kazan,Kobenhavn,1,0,1,0,1,1
2010,GroupC,Rangers,Manchester United,0,1,0,1,0,1
2010,GroupB,Schalke 04,Olympique Lyon,3,0,3,0,3,1
2010,GroupA,Tottenham Hotspur,Werder Bremen,3,0,3,0,5,2
2010,GroupD,Barcelona,Rubin Kazan,2,0,2,0,3,1
2010,GroupC,Bursaspor,Rangers,1,1,1,1,1,2
2010,GroupB,Olympique Lyon,Hapoel Tel Aviv,2,2,2,2,5,3
2010,GroupA,Werder Bremen,Internazionale,3,0,3,0,3,4
2010,GroupD,Kobenhavn,Panathinaikos,3,1,3,1,5,1
2010,GroupC,Manchester United,Valencia CF,1,1,1,1,2,1
2010,GroupB,SL Benfica,Schalke 04,1,2,1,2,1,4
2010,GroupA,Twente,Tottenham Hotspur,3,3,3,3,4,7
2010,GroupG,AC Milan,AFC Ajax,0,2,0,2,1,3
2010,GroupG,Real Madrid,AJ Auxerre,4,0,4,0,5,0
2010,GroupE,CFR Cluj,AS Roma,1,1,1,1,2,3
2010,GroupE,Bayern Munich,Basel,3,0,3,0,5,1
2010,GroupF,Olympique Marseille,Chelsea,1,0,1,0,1,2
2010,GroupF,MSK Zilina,Spartak Moskva,1,2,1,2,1,5
2010,GroupH,Shakhtar Donetsk,Sporting Braga,2,0,2,0,5,0
2010,GroupH,Arsenal,Partizan Belgrade,3,1,3,1,6,2
2011,GroupH,Barcelona,AC Milan,2,2,2,2,5,4
2011,GroupG,APOEL Nikosia,Zenit St. Petersburg,2,1,2,1,2,1
2011,GroupF,Borussia Dortmund,Arsenal,1,1,1,1,2,3
2011,GroupH,Viktoria Plzen,BATE Borisov,1,1,1,1,2,1
2011,GroupE,Chelsea,Bayer Leverkusen,2,0,2,0,3,2
2011,GroupG,FC Porto,Shakhtar Donetsk,2,1,2,1,4,1
2011,GroupE,KRC Genk,Valencia CF,0,0,0,0,0,7
2011,GroupF,Olympiacos,Olympique Marseille,0,1,0,1,1,1
2011,GroupD,AFC Ajax,Olympique Lyon,0,0,0,0,0,0
2011,GroupC,Basel,Otelul Galati,2,1,2,1,5,3
2011,GroupA,Villarreal,Bayern Munich,0,2,0,2,1,5
2011,GroupB,Lille OSC,CSKA Moskva,2,2,2,2,4,2
2011,GroupD,Dinamo Zagreb,Real Madrid,0,1,0,1,2,7
2011,GroupB,Internazionale,Trabzonspor,0,1,0,1,1,2
2011,GroupA,Manchester City,SSC Napoli,1,1,1,1,2,3
2011,GroupC,SL Benfica,Manchester United,1,1,1,1,3,3
2011,GroupD,Real Madrid,AFC Ajax,3,0,3,0,6,0
2011,GroupC,Manchester United,Basel,3,3,3,3,4,5
2011,GroupA,Bayern Munich,Manchester City,2,0,2,0,2,2
2011,GroupB,CSKA Moskva,Internazionale,2,3,2,3,4,4
2011,GroupD,Olympique Lyon,Dinamo Zagreb,2,0,2,0,9,1
2011,GroupB,Trabzonspor,Lille OSC,1,1,1,1,1,1
2011,GroupC,Otelul Galati,SL Benfica,0,1,0,1,0,2
2011,GroupA,SSC Napoli,Villarreal,2,0,2,0,4,0
2011,GroupH,AC Milan,Viktoria Plzen,2,0,2,0,4,2
2011,GroupG,Shakhtar Donetsk,APOEL Nikosia,1,1,1,1,3,1
2011,GroupF,Arsenal,Olympiacos,2,1,2,1,3,4
2011,GroupH,BATE Borisov,Barcelona,0,5,0,5,0,9
2011,GroupE,Bayer Leverkusen,KRC Genk,2,0,2,0,3,1
2011,GroupF,Olympique Marseille,Borussia Dortmund,3,0,3,0,6,2
2011,GroupE,Valencia CF,Chelsea,1,1,1,1,1,4
2011,GroupG,Zenit St. Petersburg,FC Porto,3,1,3,1,3,1
2011,GroupD,Dinamo Zagreb,AFC Ajax,0,2,0,2,0,6
2011,GroupC,Basel,SL Benfica,0,2,0,2,1,3
2011,GroupA,SSC Napoli,Bayern Munich,1,1,1,1,3,4
2011,GroupB,CSKA Moskva,Trabzonspor,3,0,3,0,3,0
2011,GroupB,Lille OSC,Internazionale,0,1,0,1,1,3
2011,GroupA,Manchester City,Villarreal,2,1,2,1,5,1
2011,GroupC,Otelul Galati,Manchester United,0,2,0,2,0,4
2011,GroupD,Real Madrid,Olympique Lyon,4,0,4,0,6,0
2011,GroupH,AC Milan,BATE Borisov,2,0,2,0,3,1
2011,GroupG,FC Porto,APOEL Nikosia,1,1,1,1,2,3
2011,GroupF,Olympique Marseille,Arsenal,0,1,0,1,0,1
2011,GroupH,Barcelona,Viktoria Plzen,2,0,2,0,6,0
2011,GroupE,Bayer Leverkusen,Valencia CF,2,1,2,1,3,4
2011,GroupF,Olympiacos,Borussia Dortmund,3,1,3,1,3,2
2011,GroupE,Chelsea,KRC Genk,5,0,5,0,6,1
2011,GroupG,Shakhtar Donetsk,Zenit St. Petersburg,2,2,2,2,2,3
2011,GroupH,BATE Borisov,AC Milan,1,1,1,1,1,3
2011,GroupG,APOEL Nikosia,FC Porto,2,1,2,1,3,2
2011,GroupF,Arsenal,Olympique Marseille,0,0,0,0,1,0
2011,GroupH,Viktoria Plzen,Barcelona,0,4,0,4,0,6
2011,GroupE,Valencia CF,Bayer Leverkusen,3,1,3,1,4,3
2011,GroupF,Borussia Dortmund,Olympiacos,1,0,1,0,2,3
2011,GroupE,KRC Genk,Chelsea,1,1,1,1,1,6
2011,GroupG,Zenit St. Petersburg,Shakhtar Donetsk,1,0,1,0,3,2
2011,GroupD,AFC Ajax,Dinamo Zagreb,4,0,4,0,6,0
2011,GroupC,SL Benfica,Basel,1,1,1,1,3,1
2011,GroupA,Bayern Munich,SSC Napoli,3,2,3,2,4,3
2011,GroupB,Trabzonspor,CSKA Moskva,0,0,0,0,0,3
2011,GroupB,Internazionale,Lille OSC,2,1,2,1,3,1
2011,GroupA,Villarreal,Manchester City,0,3,0,3,1,5
2011,GroupC,Manchester United,Otelul Galati,2,0,2,0,4,0
2011,GroupD,Olympique Lyon,Real Madrid,0,2,0,2,0,6
2011,GroupD,Olympique Lyon,AFC Ajax,0,0,0,0,0,0
2011,GroupC,Otelul Galati,Basel,2,3,2,3,3,5
2011,GroupA,Bayern Munich,Villarreal,3,1,3,1,5,1
2011,GroupB,CSKA Moskva,Lille OSC,0,2,0,2,2,4
2011,GroupD,Real Madrid,Dinamo Zagreb,6,2,6,2,7,2
2011,GroupB,Trabzonspor,Internazionale,1,1,1,1,2,1
2011,GroupA,SSC Napoli,Manchester City,2,1,2,1,3,2
2011,GroupC,Manchester United,SL Benfica,2,2,2,2,3,3
2011,GroupH,AC Milan,Barcelona,2,3,2,3,4,5
2011,GroupG,Zenit St. Petersburg,APOEL Nikosia,0,0,0,0,1,2
2011,GroupF,Arsenal,Borussia Dortmund,2,1,2,1,3,2
2011,GroupH,BATE Borisov,Viktoria Plzen,0,1,0,1,1,2
2011,GroupE,Bayer Leverkusen,Chelsea,2,1,2,1,2,3
2011,GroupG,Shakhtar Donetsk,FC Porto,0,2,0,2,1,4
2011,GroupE,Valencia CF,KRC Genk,7,0,7,0,7,0
2011,GroupF,Olympique Marseille,Olympiacos,0,1,0,1,1,1
2011,GroupH,Viktoria Plzen,AC Milan,2,2,2,2,2,4
2011,GroupG,APOEL Nikosia,Shakhtar Donetsk,0,2,0,2,1,3
2011,GroupF,Olympiacos,Arsenal,3,1,3,1,4,3
2011,GroupH,Barcelona,BATE Borisov,4,0,4,0,9,0
2011,GroupE,KRC Genk,Bayer Leverkusen,1,1,1,1,1,3
2011,GroupF,Borussia Dortmund,Olympique Marseille,2,3,2,3,2,6
2011,GroupE,Chelsea,Valencia CF,3,0,3,0,4,1
2011,GroupG,FC Porto,Zenit St. Petersburg,0,0,0,0,1,3
2011,GroupD,AFC Ajax,Real Madrid,0,3,0,3,0,6
2011,GroupC,Basel,Manchester United,2,1,2,1,5,4
2011,GroupA,Manchester City,Bayern Munich,2,0,2,0,2,2
2011,GroupB,Internazionale,CSKA Moskva,1,2,1,2,4,4
2011,GroupD,Dinamo Zagreb,Olympique Lyon,1,7,1,7,1,9
2011,GroupB,Lille OSC,Trabzonspor,0,0,0,0,1,1
2011,GroupC,SL Benfica,Otelul Galati,1,0,1,0,2,0
2011,GroupA,Villarreal,SSC Napoli,0,2,0,2,0,4
2012,GroupC,AC Milan,RSC Anderlecht,0,0,0,0,3,1
2012,GroupD,Borussia Dortmund,AFC Ajax,1,0,1,0,5,1
2012,GroupB,Montpellier HSC,Arsenal,1,2,1,2,1,4
2012,GroupA,Paris Saint-Germain,Dinamo Kiev,4,1,4,1,6,1
2012,GroupA,Dinamo Zagreb,FC Porto,0,2,0,2,0,5
2012,GroupC,Malaga CF,Zenit St. Petersburg,3,0,3,0,5,2
2012,GroupD,Real Madrid,Manchester City,3,2,3,2,4,3
2012,GroupB,Olympiacos,Schalke 04,1,2,1,2,1,3
2012,GroupG,Barcelona,Spartak Moskva,3,2,3,2,6,2
2012,GroupF,Lille OSC,BATE Borisov,1,3,1,3,3,3
2012,GroupF,Bayern Munich,Valencia CF,2,1,2,1,3,2
2012,GroupG,Celtic,SL Benfica,0,0,0,0,1,2
2012,GroupH,Sporting Braga,CFR Cluj,0,2,0,2,1,5
2012,GroupE,Chelsea,Juventus,2,2,2,2,2,5
2012,GroupH,Manchester United,Galatasaray,1,0,1,0,1,1
2012,GroupE,Shakhtar Donetsk,Nordsjaelland,2,0,2,0,7,2
2012,GroupG,SL Benfica,Barcelona,0,2,0,2,0,2
2012,GroupF,BATE Borisov,Bayern Munich,3,1,3,1,4,5
2012,GroupG,Spartak Moskva,Celtic,2,3,2,3,3,5
2012,GroupH,CFR Cluj,Manchester United,1,2,1,2,2,2
2012,GroupE,Nordsjaelland,Chelsea,0,4,0,4,1,10
2012,GroupH,Galatasaray,Sporting Braga,0,2,0,2,2,3
2012,GroupE,Juventus,Shakhtar Donetsk,1,1,1,1,2,1
2012,GroupF,Valencia CF,Lille OSC,2,0,2,0,3,0
2012,GroupC,Zenit St. Petersburg,AC Milan,2,3,2,3,3,3
2012,GroupD,AFC Ajax,Real Madrid,1,4,1,4,2,8
2012,GroupB,Arsenal,Olympiacos,3,1,3,1,4,3
2012,GroupD,Manchester City,Borussia Dortmund,1,1,1,1,1,2
2012,GroupA,Dinamo Kiev,Dinamo Zagreb,2,0,2,0,3,1
2012,GroupA,FC Porto,Paris Saint-Germain,1,0,1,0,2,2
2012,GroupC,RSC Anderlecht,Malaga CF,0,3,0,3,2,5
2012,GroupB,Schalke 04,Montpellier HSC,2,2,2,2,3,3
2012,GroupG,Barcelona,Celtic,2,1,2,1,3,3
2012,GroupF,BATE Borisov,Valencia CF,0,3,0,3,2,7
2012,GroupF,Lille OSC,Bayern Munich,0,1,0,1,1,7
2012,GroupH,Galatasaray,CFR Cluj,1,1,1,1,4,2
2012,GroupE,Shakhtar Donetsk,Chelsea,2,1,2,1,4,4
2012,GroupE,Nordsjaelland,Juventus,1,1,1,1,1,5
2012,GroupH,Manchester United,Sporting Braga,3,2,3,2,6,3
2012,GroupG,Spartak Moskva,SL Benfica,2,1,2,1,2,3
2012,GroupD,Borussia Dortmund,Real Madrid,2,1,2,1,4,3
2012,GroupC,Malaga CF,AC Milan,1,0,1,0,2,1
2012,GroupD,AFC Ajax,Manchester City,3,1,3,1,5,3
2012,GroupB,Arsenal,Schalke 04,0,2,0,2,2,4
2012,GroupA,FC Porto,Dinamo Kiev,3,2,3,2,3,2
2012,GroupA,Dinamo Zagreb,Paris Saint-Germain,0,2,0,2,0,6
2012,GroupB,Montpellier HSC,Olympiacos,1,2,1,2,2,5
2012,GroupC,Zenit St. Petersburg,RSC Anderlecht,1,0,1,0,1,1
2012,GroupD,Real Madrid,Borussia Dortmund,2,2,2,2,3,4
2012,GroupC,AC Milan,Malaga CF,1,1,1,1,1,2
2012,GroupD,Manchester City,AFC Ajax,2,2,2,2,3,5
2012,GroupB,Schalke 04,Arsenal,2,2,2,2,4,2
2012,GroupA,Dinamo Kiev,FC Porto,0,0,0,0,2,3
2012,GroupA,Paris Saint-Germain,Dinamo Zagreb,4,0,4,0,6,0
2012,GroupB,Olympiacos,Montpellier HSC,3,1,3,1,5,2
2012,GroupC,RSC Anderlecht,Zenit St. Petersburg,1,0,1,0,1,1
2012,GroupG,Celtic,Barcelona,2,1,2,1,3,3
2012,GroupF,Valencia CF,BATE Borisov,4,2,4,2,7,2
2012,GroupF,Bayern Munich,Lille OSC,6,1,6,1,7,1
2012,GroupH,CFR Cluj,Galatasaray,1,3,1,3,2,4
2012,GroupE,Chelsea,Shakhtar Donetsk,3,2,3,2,4,4
2012,GroupE,Juventus,Nordsjaelland,4,0,4,0,5,1
2012,GroupH,Sporting Braga,Manchester United,1,3,1,3,3,6
2012,GroupG,SL Benfica,Spartak Moskva,2,0,2,0,3,2
2012,GroupG,Spartak Moskva,Barcelona,0,3,0,3,2,6
2012,GroupF,BATE Borisov,Lille OSC,0,2,0,2,3,3
2012,GroupF,Valencia CF,Bayern Munich,1,1,1,1,2,3
2012,GroupG,SL Benfica,Celtic,2,1,2,1,2,1
2012,GroupH,CFR Cluj,Sporting Braga,3,1,3,1,5,1
2012,GroupE,Juventus,Chelsea,3,0,3,0,5,2
2012,GroupH,Galatasaray,Manchester United,1,0,1,0,1,1
